symbol	ensgene	chr	start	end	strand	biotype	description	Control_0w1	Control_0w2	Control_0w3	Control_2w1	Control_2w2	Control_2w3	Control_8w1	Control_8w2	Control_8w3	Control_16w1	Control_16w2	Control_16w3	disease_2w1	disease_2w2	disease_2w3	disease_8w1	disease_8w2	disease_8w3	disease_16w1	disease_16w2	disease_16w3	2WAvgreadControl	2W_Avgreaddisease	2W_logConc	2W_pVal	2W_adj.pVal	8WAvgreadControl	8W_Avgreaddisease	8W_logConc	8W_pVal	8W_adj.pVal	16WAvgreadControl	16W_Avgreaddisease	16W_logConc	16W_pVal	16W_adj.pVal
Rn50_X_0733.2	ENSRNOG00000003062	X	72448552	72450138	1	processed_pseudogene	#VALUE!	4.1	7.6	9.9	7.2	6.3	6.1	6.1	7	12.2	9.4	8.2	7.4	14.2	12.4	7.9	5.9	7.7	9.8	13.7	4	10.3	6.507517899	11.49815231	0.811772429	0.087840477	0.807351112	8.409939961	7.778629388	-0.119395252	0.893015179	0.985371833	8.329663205	9.352070481	0.133	0.804	0.957
Phka1	ENSRNOG00000003063	X	72377021	72515366	-1	protein_coding	"phosphorylase kinase, alpha 1 "	370.7	411.7	400.2	388.6	419.5	433	436	437.9	458.6	385.8	475.3	390.4	421.5	431	387.6	428.4	443	364.6	387.9	465.6	451.5	413.7010208	413.4031818	-0.000890005	1	1	444.1600856	412.0104271	-0.108422842	0.586986443	0.858676918	417.1862444	435.0186813	0.0611	0.764	0.942
Bst1	ENSRNOG00000003064	14	71798651	71814523	-1	protein_coding	bone marrow stromal cell antigen 1 	18	11.3	14.5	9.7	13.5	13.2	12.8	10.3	8	19.2	20.5	16.8	8.1	20.6	9	12.8	19.5	12.7	16.2	9.9	12.7	12.13565178	12.57929259	0.052151539	1	1	10.38365984	14.98097515	0.517994439	0.219422103	0.538571921	18.85988023	12.95520039	-0.548	0.143	0.419
Glyr1	ENSRNOG00000003065	10	10725819	10761279	1	protein_coding	glyoxylate reductase 1 homolog 	1337.3	1047	1223	1200.1	1214	1247.4	1169.3	1034	1150.1	1231.3	1171.5	1220.3	1225.1	1186.4	1168.2	1254.1	1156	1161.5	1121.8	1104.4	1195.3	1220.484239	1193.225325	-0.032558698	0.86636219	1	1117.809401	1190.502594	0.090985108	0.637156586	0.882920759	1207.715295	1140.48943	-0.0827	0.668	0.897
Wnt9a	ENSRNOG00000003066	10	45659143	45681393	1	protein_coding	"wingless-type MMTV integration site family, member 9A "	28.9	35.2	24.7	35.1	26.9	17.3	22.7	25.3	35.7	22.6	42	22.1	27.4	24.9	22.2	24.7	28.4	31.3	36	31.8	22.3	26.39792464	24.81882137	-0.094102885	0.806694066	1	27.9176135	28.14168797	0.007880445	1	1	28.89407476	30.04580091	0.0686	0.865	0.974
Mrnip	ENSRNOG00000003068	10	35680658	35704776	1	protein_coding	MRN complex interacting protein 	81.1	65.4	61.5	95.7	78.9	63.9	43.8	46.9	45	58.5	71.8	67.1	74	70.5	84	86.8	58.2	95.9	67.1	93.5	76.3	79.52147373	76.16244734	-0.064833002	0.814615339	1	45.23890458	80.2878062	0.829405142	0.000859117	0.009776287	65.82658312	78.97666142	0.269	0.282	0.612
Cd38	ENSRNOG00000003069	14	71715269	71754672	-1	protein_coding	CD38 molecule 	15.7	38.1	25.7	33.2	21.8	26.4	26	37.3	12.8	99.1	18.7	54.6	21.3	55.8	33.3	23.7	19.9	51.9	22.6	39.8	30.1	27.1102788	36.8052311	0.441669211	0.128251829	0.951252896	25.34600454	31.86234843	0.330383521	0.278493087	0.61088736	57.46394491	30.83941663	-0.915	0.000743	0.00949
Pigl	ENSRNOG00000003070	10	48773828	48831855	1	protein_coding	"phosphatidylinositol glycan anchor biosynthesis, class L "	136.7	80.4	108.2	154.6	107	112.6	94.6	114.3	90.1	72.1	95.5	93.3	117.6	106.8	149.2	111.4	115.7	127.1	125.1	128.4	89.4	124.7335574	124.5057864	-0.003326441	1	1	99.69301972	118.1010652	0.244052548	0.281405298	0.614128515	86.9650225	114.2795627	0.4	0.078	0.281
Vamp4	ENSRNOG00000003071	13	80460694	80483600	1	protein_coding	vesicle-associated membrane protein 4 	152.5	247.7	205.1	271.3	217.6	242.4	204.7	238.3	237.1	231.2	231	232.9	226	233.1	238	231.7	226	238.6	202.6	198	201	243.7493297	232.3773341	-0.068679979	0.742647348	1	226.6942939	232.0902303	0.033939918	0.870983404	0.979112105	231.7288631	200.5069059	-0.209	0.315	0.648
Gpr161	ENSRNOG00000003073	13	83531018	83571505	1	protein_coding	G protein-coupled receptor 161 	124.5	209.9	146.2	103	137.3	185.5	206.8	176.9	249.2	172.3	209.4	198.3	132.8	150.2	126.3	120.6	183	137.8	164.2	214.9	165.4	141.9415684	136.4307379	-0.054736032	0.800824764	1	210.9702992	147.1586367	-0.5219014	0.013754141	0.082557232	193.3516162	181.5051302	-0.0882	0.666	0.896
Tmem39a	ENSRNOG00000003075	11	64723186	64752544	-1	protein_coding	transmembrane protein 39a 	259.3	278.9	255.4	204.9	203.5	251.5	293.9	304.5	209.6	267.5	228	247.6	231	208.3	210.4	183.5	231.1	169.1	197.7	191	165.4	219.9756509	216.5825843	-0.021433281	0.916665472	1	269.3309266	194.579822	-0.469596614	0.022927803	0.120809375	247.6975125	184.7223648	-0.424	0.0407	0.179
Rbms2	ENSRNOG00000003076	7	2554308	2588843	-1	protein_coding	"RNA binding motif, single stranded interacting protein 2 "	1229.6	1500.6	1234.3	1224.2	1119.8	1247.4	1421.1	1424.6	1434.6	1316.3	1540.1	1330.6	1122.8	1249.6	1021	1046	1291	1146.8	1113.8	1265.5	1178.1	1197.124937	1131.121026	-0.081680558	0.670673189	1	1426.779396	1161.279014	-0.297197652	0.121475206	0.378225121	1395.633705	1185.811859	-0.235	0.22	0.537
Dcaf6	ENSRNOG00000003078	13	83579036	83680207	-1	protein_coding	DDB1 and CUL4 associated factor 6 	674.9	967.6	752.7	793.5	761.3	816.4	854.3	990	866.9	767.3	895.3	933.8	762	773	712	590.1	826	710.8	735.4	803.9	709.3	790.3958886	749.0064452	-0.07747247	0.690005047	1	903.7287561	708.9389027	-0.350655354	0.070721127	0.266209432	865.4607729	749.5515945	-0.207	0.284	0.614
Ribc1	ENSRNOG00000003081	X	21698011	21710678	-1	protein_coding	RIB43A domain with coiled-coils 1 	67.4	51.1	62.4	67.7	74.4	71	36.2	62.9	72.7	56.8	56.5	65	62.9	82.9	86.2	92	75.5	88	55.6	83.6	86.3	71.01259996	77.30969672	0.120725133	0.625157469	1	57.24376717	85.14484989	0.571413302	0.018214203	0.101620837	59.42535904	75.16861596	0.342	0.157	0.444
Parp1	ENSRNOG00000003084	13	98857177	98889716	1	protein_coding	poly (ADP-ribose) polymerase 1 	1137.3	1082.2	1038	1047.7	980.1	991.8	1059.9	1103.8	1287	1413.4	1314.2	1129.2	1105.5	1118	988.9	982.5	1241.9	1029.5	1007.2	1142.2	1055.7	1006.555715	1070.808114	0.089306558	0.643336236	1	1150.25304	1084.607795	-0.085028356	0.660352444	0.894047405	1285.584612	1068.361797	-0.267	0.164	0.454
Cenpv	ENSRNOG00000003086	10	48846728	48860902	-1	protein_coding	centromere protein V 	136.2	121.4	121.6	114	149.1	111.6	100.6	123.5	99.1	102.6	113.9	98.7	114.5	124.3	114.1	130.6	125.5	107.5	170.6	140.3	133.1	124.8865723	117.6409938	-0.088062547	0.695334542	1	107.7204211	121.2004088	0.170333759	0.454701833	0.772089468	105.0617083	147.9704801	0.493	0.0239	0.123
Arhgap31	ENSRNOG00000003088	11	64601029	64714252	1	protein_coding	Rho GTPase activating protein 31 	804.2	1147.8	851.9	839	706.4	926.9	984.1	1048.5	938.9	1122.7	1097.6	1053.5	706.3	781.2	563.9	594.9	1032.2	919.1	813.8	831.8	779.7	824.1007977	683.7900295	-0.268731405	0.164566363	1	990.5004418	848.7089793	-0.223489789	0.248716404	0.575991368	1091.263752	808.4279454	-0.433	0.0248	0.126
Cmah	ENSRNOG00000003094	17	42583945	42640221	-1	protein_coding	cytidine monophospho-N-acetylneuraminic acid hydroxylase 	50	59.8	54.6	63.9	74.1	99.3	54.5	72.9	44.2	87.1	98.6	96.5	65.9	98.2	41.5	102.1	96.2	113.4	93.7	93.5	89	79.10743949	68.52055445	-0.201370196	0.383094481	1	57.16760333	103.893758	0.861130121	0.000277558	0.003863122	94.05686218	92.06307111	-0.0289	0.909	0.986
Prom1	ENSRNOG00000003098	14	71533063	71637417	1	protein_coding	prominin 1 	207.9	146.9	176.2	176.4	224.2	158.2	154.1	224.2	187.8	115.8	101.7	137.3	223.9	174.2	214.7	161.4	164.8	148.6	233.9	226.8	166.8	186.3022451	204.2682177	0.130983076	0.52326844	1	188.6899658	158.2462721	-0.253977193	0.233850478	0.557001901	118.2926468	209.1805912	0.822757458	0.000107587	0.002080205
Ubqln2	ENSRNOG00000003099	X	18723341	18726732	-1	protein_coding	ubiquilin 2 	764.7	680.9	752.5	714.1	759	813.3	784.1	712.9	655.7	721.6	715.6	730.3	714.4	677.7	703.1	720.2	704	674.6	663.1	757.1	810.5	762.1353739	698.3788921	-0.125938182	0.516542715	1	717.5499552	699.5865999	-0.036446216	0.853234344	0.971622014	722.5113253	743.5962415	0.0415	0.833	0.965
Dusp12	ENSRNOG00000003100	13	89258310	89267402	-1	protein_coding	dual specificity phosphatase 12 	73.1	85.5	63.8	72	95.8	96.3	87.4	88.2	81	85.2	94.4	90.2	83.1	97.3	80.9	92.7	87.4	89	82.1	93.5	87.8	88.03114567	87.12757924	-0.014554774	0.981171778	1	85.54168851	89.69103436	0.069127071	0.780356148	0.943609024	89.96525171	87.81578953	-0.0328	0.887	0.98
Trpv2	ENSRNOG00000003104	10	48903540	48925030	1	protein_coding	"transient receptor potential cation channel, subfamily V, member 2 "	183.8	104.2	109.6	122.1	140.9	124.7	132.1	127.2	109.3	172.3	122.2	119.7	126.7	109.9	143.7	163.3	126.8	150.6	191.6	141.3	157.2	129.2228339	126.7669804	-0.029065057	0.905373758	1	122.8446075	146.896244	0.259604485	0.240543046	0.565979283	138.0692871	163.3400403	0.236	0.26	0.586
Acbd4	ENSRNOG00000003108	10	91187593	91196572	1	protein_coding	acyl-CoA binding domain containing 4 	598.3	526.4	457.4	394	456.9	394.5	445.8	456.5	660.5	484	558.4	350.7	473.2	471.5	489.3	522.4	352.8	418.4	502.4	585	428.9	415.1376508	478.0140628	0.202996236	0.302503472	1	520.9240371	431.2198359	-0.27183981	0.166883199	0.459194614	464.3619047	505.4405743	0.122	0.536	0.823
B4galt4	ENSRNOG00000003114	11	64557977	64583994	-1	protein_coding	"beta-1,4-galactosyltransferase 4 "	315.7	331.1	248.9	231.7	293.6	235.3	214.2	285	249.6	208.6	280.2	244.5	283.7	269.4	305.5	313.8	243.5	222.9	282.9	239.8	211.7	253.518212	286.2163372	0.173942654	0.389855839	1	249.6296835	260.0466538	0.059823787	0.783381609	0.945128174	244.4251137	244.8055855	0.00386	1	1
Dph1	ENSRNOG00000003116	10	62019379	62032407	-1	protein_coding	diphthamide biosynthesis 1 	323.5	274	281	263.8	318.9	239.4	301	251.3	292.2	359	284.4	250.9	295.9	282.9	319.9	325.5	276.2	278.6	289.3	278.6	307.1	274.0372929	299.5567596	0.127244399	0.5268901	1	281.5145353	293.4715475	0.060646953	0.772134235	0.941911045	298.1255966	291.6434663	-0.0341	0.884	0.979
Psmd12	ENSRNOG00000003117	10	95706685	95725812	1	protein_coding	"proteasome 26S subunit, non-ATPase 12 "	434.3	537.9	497.2	509.1	526.9	520.3	485.8	553.5	555.3	554.3	497	514.2	496.5	538.8	501.6	489.1	545.6	477.1	474.3	484.5	510.4	518.7359997	512.3092376	-0.018024792	0.930287684	1	531.5278174	503.9452775	-0.077112423	0.698357969	0.907681378	521.8232789	489.7548687	-0.0919	0.643	0.883
Prelp	ENSRNOG00000003120	13	50749514	50761355	-1	protein_coding	proline and arginine rich end leucine rich repeat protein 	2722.6	4511.9	4133.7	2879.7	2881.1	3726.9	5257.8	5020	4814.3	4721	5685	4501.6	4315.7	4172.7	3432.6	3332.1	5964.3	3703.4	4394.6	4774.6	4102.7	3162.573759	3973.655013	0.329471474	0.082466286	0.793547942	5030.687012	4333.272175	-0.21543515	0.255682921	0.583816252	4969.185392	4423.982991	-0.168	0.376	0.705
Rtn4rl1	ENSRNOG00000003121	10	62035866	62109078	1	protein_coding	reticulon 4 receptor-like 1 	546.8	379.3	360.4	406.5	495.9	361.1	352.2	394.1	380	454.7	425.1	449.1	450.9	417.6	438.4	562.2	487	592.5	544.2	485.5	442.6	421.162274	435.6590848	0.048058981	0.80809921	1	375.4574816	547.2454132	0.543631093	0.005993017	0.044193443	442.96365	490.7744206	0.148	0.454	0.763
Hdac8	ENSRNOG00000003122	X	72163777	72370044	-1	protein_coding	histone deacetylase 8 	108.7	136.7	98.3	97.2	107.7	89.3	72.6	109.7	101.1	91.5	120.1	101.8	110.4	105.7	103	95.1	102.6	108.5	90.4	123.4	82.4	98.04141669	106.3896021	0.116307465	0.604876263	1	94.46887344	102.0881824	0.110543328	0.628659414	0.879620331	104.4556532	98.70984928	-0.0758	0.718	0.923
Rpa1	ENSRNOG00000003123	10	62140419	62191512	-1	protein_coding	replication protein A1 	575	591.9	499.7	528.7	557.1	492.9	518.9	530.9	676.4	579.4	620.1	639	510.7	503.6	502.7	477.8	568.6	552.4	602.8	562.1	524.6	526.2284584	505.6630916	-0.057752715	0.771862624	1	575.4027125	532.9190013	-0.11105321	0.574319813	0.851376099	612.8618199	563.1750812	-0.122	0.534	0.821
Rogdi	ENSRNOG00000003125	10	10761477	10766095	1	protein_coding	rogdi homolog 	435.6	364.1	419.1	368.1	413.4	374.2	400.3	368	372.2	330.7	399.4	384	403.3	363.8	429.5	403.3	451.8	413.6	366.7	367.1	423.6	385.2432917	398.8371473	0.049617827	0.804544161	1	380.1638913	422.8622722	0.153347571	0.441868624	0.761253633	371.3452774	385.8024558	0.0558	0.786	0.951
Spryd4	ENSRNOG00000003127	7	2621961	2623781	-1	protein_coding	SPRY domain containing 4 	160.3	93.7	150.3	127.4	156.1	121.7	134.7	130.8	146	110.4	120.1	114.4	156	122.4	175.8	181.4	141	157.4	153.3	145.3	145.6	135.0708731	151.4004314	0.162387041	0.451148317	1	137.1823585	159.9222281	0.222512138	0.311425954	0.646751649	114.9778998	148.0501934	0.365	0.0954	0.321
Zfp496	ENSRNOG00000003129	10	45833264	45851984	-1	protein_coding	zinc finger protein 496 	452.4	533.2	407.2	423.6	383.7	384.4	338.4	435.4	464.1	416.1	427.1	403	361.8	440.3	346.7	318.9	432	384.2	393.3	389	339.8	397.2465425	382.9295569	-0.052866644	0.793166983	1	412.6247396	378.3746613	-0.125937745	0.53231661	0.825684608	415.398798	374.0456419	-0.151	0.448	0.758
Traf7	ENSRNOG00000003131	10	13874456	13892997	-1	protein_coding	TNF receptor associated factor 7 	946	814.7	821.8	802.5	778	749.5	849.3	782.9	838.7	863.6	859.4	792.3	802.6	834.1	860.2	826.6	796.8	752.8	743.6	750.2	731.2	776.6616576	832.3067512	0.099704907	0.606748542	1	823.6270465	792.0705213	-0.056269774	0.772964044	0.94205734	838.4110275	741.6280645	-0.177	0.361	0.693
Slc4a4	ENSRNOG00000003134	14	20479323	20920286	-1	protein_coding	solute carrier family 4 member 4 	476.9	538.7	550.6	508.8	687.7	608.5	621.9	400.6	555.3	605.7	605.8	590.8	504.6	418.7	446.3	549.5	506.4	449.7	499	462.6	592.1	601.6738049	456.5114271	-0.398375004	0.041980424	0.552537527	525.9421156	501.8910736	-0.067252103	0.734022833	0.925944012	600.7428178	517.8944651	-0.214	0.274	0.604
Fcrla	ENSRNOG00000003136	13	89296573	89306260	-1	protein_coding	Fc receptor-like A 	9	34.5	2.6	8.8	19.6	8.1	23.6	40.4	5	25.1	18.5	16.8	34.4	9.5	47.1	6.5	13.1	23.5	5.8	2	9	12.16191233	30.33950059	1.287337111	0.000076	0.005278921	23.0165083	14.39342941	-0.686830773	0.062597983	0.244539859	20.13507284	5.612832314	-1.85891058	0.0000177	0.000503386
Smc1a	ENSRNOG00000003139	X	21711019	21755525	1	protein_coding	structural maintenance of chromosomes 1A 	1434.1	1345.8	1323.4	1372.2	1296	1341.7	1245.3	1259.7	1411.9	1335.8	1411.8	1320	1335.5	1207.2	1346.3	1362.1	1245.5	1366.8	1368.8	1389.9	1329.5	1336.663753	1296.343763	-0.044187408	0.818584884	1	1305.618915	1324.825359	0.021127592	0.913926253	0.99150191	1355.854157	1362.736419	0.00734	0.971	1
Gprc5c	ENSRNOG00000003144	10	103395511	103417358	1	protein_coding	"G protein-coupled receptor, class C, group 5, member C "	284	314	268.8	206.6	301.9	212	177.5	207.3	200.1	244.3	297.7	315.8	290.8	252.8	206.3	216	253.2	257.2	265.6	207.9	259.7	240.1488661	249.9545192	0.056865624	0.785128267	1	194.9515097	242.1129282	0.311699444	0.131633982	0.399083526	285.9382632	244.4031484	-0.226	0.268	0.597
Sqstm1	ENSRNOG00000003147	10	35704730	35716294	-1	protein_coding	sequestosome 1 	3689.6	3402	3576.4	3339.9	3688.1	3524.1	3219.2	3464.6	3362.8	3088.6	3681.9	3522.5	3863.8	3825.6	4087.7	4119.7	4104	4219.7	3762.4	4200.5	3895.8	3517.368286	3925.696665	0.158422161	0.403166737	1	3348.836395	4147.818315	0.308684658	0.103675705	0.342761833	3430.96928	3952.929438	0.204	0.281	0.611
Timp2	ENSRNOG00000003148	10	107338465	107386072	-1	protein_coding	TIMP metallopeptidase inhibitor 2 	4657.8	6928.7	4776.3	4155.6	4276.8	5511.8	5658.5	6615	5448.5	6510.3	6703.6	6734.4	4459.6	5794.1	3645.4	3816.3	5657.9	4396.6	4995.1	4975.6	4256.4	4648.07041	4633.031419	-0.004584921	0.980701813	1	5907.344289	4623.610241	-0.353571803	0.06201201	0.243120143	6649.429018	4742.372548	-0.488	0.0101	0.066
Farsa	ENSRNOG00000003149	19	25969255	25978776	1	protein_coding	"phenylalanyl-tRNA synthetase, alpha subunit "	590.7	462.7	484	462.8	455.7	459.4	438.4	478.9	449.8	442.1	431.2	419.7	488.4	452.9	512.5	550.4	434.6	497.6	487	475.6	452.9	459.289861	484.6014882	0.077281754	0.696498312	1	455.7004621	494.2343835	0.117583733	0.554806397	0.839463234	431.0304259	471.8258585	0.13	0.51	0.804
Mpc2	ENSRNOG00000003150	13	83681322	83700213	1	protein_coding	mitochondrial pyruvate carrier 2 	220.8	279.9	252	248.6	272.6	273.8	263.7	320.6	275.5	254.4	274.1	240.3	210.8	268.3	214.9	239.5	237.9	228.8	218	214.9	266.4	265.013684	231.3321231	-0.19593082	0.338343845	1	286.6167141	235.3976114	-0.283845047	0.165638312	0.458276337	256.2798241	233.107781	-0.137	0.506	0.801
Bfar	ENSRNOG00000003151	10	1464765	1497653	1	protein_coding	bifunctional apoptosis regulator 	400.2	519.9	460.4	420.7	447.8	477.6	417.2	445.8	458.6	462.6	464.1	444.9	469.2	493.2	437.5	452.2	523.7	444.8	411	416.9	410	448.730008	466.6084428	0.056553473	0.777774221	1	440.54197	473.5850255	0.103986101	0.599995888	0.866664931	457.1936606	412.6497545	-0.148	0.456	0.764
Sdhc	ENSRNOG00000003163	13	89498048	89518939	-1	protein_coding	succinate dehydrogenase complex subunit C 	665.3	647.8	553.2	564.3	632.1	608.5	627.3	634.9	619.5	636.8	677.6	583.5	584.7	572	591.2	533.8	544.6	522.1	501.5	554.2	601.5	601.6067101	582.6319755	-0.046325859	0.815137679	1	627.2413214	533.5139862	-0.233440954	0.23317973	0.556269306	632.6375641	552.3784158	-0.196	0.317	0.651
Nlrp3	ENSRNOG00000003170	10	45893018	45918254	1	protein_coding	"NLR family, pyrin domain containing 3 "	55.4	93	122.1	90.1	82.8	90.3	89	139.1	84.6	194	95.6	145.9	99.3	111.8	86.6	64.9	102.3	74.3	78.6	79.6	88.8	87.69950908	99.23613327	0.179220837	0.433929358	1	104.246914	80.4726509	-0.377283428	0.107393777	0.350548293	145.1485756	82.31451707	-0.824184579	0.000235839	0.003833066
Mpz	ENSRNOG00000003171	13	89524329	89530068	1	protein_coding	myelin protein zero 	103.9	402.2	645.1	321.2	165.3	367	135.1	508.6	348.4	120.8	348.8	217.2	180.4	315.7	126.9	121.4	175.5	161.3	143.4	187	210.9	284.5102761	207.6547205	-0.450481731	0.025821448	0.419719574	330.6934904	152.7616303	-1.116659176	8.48E-08	0.00000444	228.9694411	180.4673508	-0.336	0.0991	0.329
Serpinf1	ENSRNOG00000003172	10	62241756	62254287	-1	protein_coding	serpin family F member 1 	1878.4	2775.5	1768.5	1524.6	1548.9	1634.8	1736.8	2355.7	1646.3	1574.8	1741.4	2198.1	1423.7	1909.5	1039.1	1229.6	1750.3	1155.6	1231.8	1241.7	1112.5	1569.415604	1457.430379	-0.106627092	0.57667169	1	1912.951534	1378.483577	-0.472964632	0.013473492	0.081255355	1838.104347	1195.291875	-0.62	0.0012	0.0136
Tapt1	ENSRNOG00000003174	14	71424083	71462618	1	protein_coding	transmembrane anterior posterior transformation 1 	274.9	407.9	431.1	434.2	395.4	451.3	515.9	450.6	451	425.3	356.3	382	436.7	439.4	480.4	423.1	422.4	437	469.3	418.9	417.1	426.9845484	452.1744293	0.082832073	0.677740081	1	472.4795419	427.5205956	-0.144097835	0.467381555	0.782157074	387.8654731	435.0842596	0.165	0.404	0.729
Mat2b	ENSRNOG00000003177	10	25832072	25847994	-1	protein_coding	methionine adenosyltransferase 2B 	429.4	458.1	474.8	507.3	519	504	369.1	475.5	490	414.2	479.5	481.6	536	522.2	508.3	460.9	460.6	470.3	535	489.5	526.6	510.1119393	522.1809506	0.033678243	0.866450442	1	444.8496768	463.92267	0.060413509	0.762686912	0.937261368	458.4212674	517.0519175	0.174	0.378	0.708
Mageh1	ENSRNOG00000003178	X	19243759	19245007	1	protein_coding	MAGE family member H1 	154.1	161.3	121.8	125.8	107.9	126.8	114.6	110.2	125.8	132.5	108.9	110.2	133.7	120.2	99.9	96.3	76.6	90	83.2	79.6	87.7	120.1418661	117.9374659	-0.024924741	0.91354079	1	116.8667771	87.60845598	-0.413185602	0.066337004	0.254850074	117.1958371	83.47882368	-0.493	0.0299	0.145
Fmod	ENSRNOG00000003183	13	50873605	50885563	1	protein_coding	fibromodulin 	596.6	1009.6	494.5	491	474.8	782.8	710	582.7	838.3	869.6	826.4	410.6	1029.5	812.4	764.2	598.4	1430.5	350.8	665.7	1108.4	696.9	582.8626144	868.7027084	0.576669711	0.003023973	0.092079316	710.3270926	793.2599389	0.15791775	0.412555522	0.736444344	702.213335	823.6580694	0.23	0.235	0.555
Acbd3	ENSRNOG00000003185	13	99004942	99035519	1	protein_coding	acyl-CoA binding domain containing 3 	607.1	634.5	701.1	702.6	615.6	780.9	705	664.7	602.8	647.5	634.5	614.9	650.6	680.8	679.8	657.6	614.5	594.4	682.5	590	681.3	699.6920249	670.3744373	-0.061444965	0.752449728	1	657.5141222	622.1775181	-0.079476296	0.684872478	0.902191187	632.3229914	651.2738058	0.0422	0.829	0.964
Anks3	ENSRNOG00000003186	10	10808823	10831535	1	protein_coding	ankyrin repeat and sterile alpha motif domain containing 3 	331	314.9	297.8	286.9	359.1	305.3	287.3	357.3	302.5	331.3	349.1	318	341.5	310.9	333.3	339.8	360.2	358.8	347.7	362.2	319	317.0864744	328.5399882	0.050647982	0.80277788	1	315.7123703	352.9192129	0.160487964	0.42380706	0.74562351	332.7724837	342.9582695	0.0436	0.833	0.965
LOC102552920	ENSRNOG00000003187	X	106253355	106255058	1	protein_coding	armadillo repeat-containing X-linked protein 5-like 	31.8	53.2	53.3	58	55.3	51.7	62.3	55	43	55.8	65.7	67.1	59.8	58.1	68.5	55.1	47	46.9	56.3	55.7	62.3	55.01007023	62.12373692	0.17325291	0.488833802	1	53.41645324	49.66649395	-0.101496382	0.696979008	0.907206844	62.8874204	58.08132455	-0.111	0.671	0.9
Bhlhb9	ENSRNOG00000003191	X	106390759	106393459	1	protein_coding	"basic helix-loop-helix domain containing, class B, 9 "	142.4	218.3	190.6	202.5	188.7	190.7	201.2	253	228.2	167	203.3	195.1	209.8	241.4	264.4	176.6	192.1	215.1	244.3	183.1	204.5	193.9327504	238.5470911	0.298149579	0.147159432	1	227.4780105	194.6134439	-0.225455494	0.281208712	0.613874685	188.4716222	210.6174984	0.161	0.443	0.754
Caskin1	ENSRNOG00000003195	10	13854339	13874254	1	protein_coding	CASK interacting protein 1 	2198.8	1127.4	1554.2	1635.2	1781.5	1453.3	1240	973.4	1126.5	962.4	1340.8	1190.9	1892.9	1640.4	2093.5	1800.8	1543.6	1844.9	1627.7	1676.4	1599.7	1623.352956	1875.573298	0.208163902	0.274684188	1	1113.296382	1729.752003	0.635801099	0.000931722	0.010408876	1164.721881	1634.603745	0.489	0.0107	0.0688
Rps4x	ENSRNOG00000003201	X	72074108	72078551	-1	protein_coding	"ribosomal protein S4, X-linked "	3772.3	3051	3500.6	3563.8	3762.4	3330.5	3343	3313.4	3193.1	3149.1	3408.8	3452.2	3510.1	3555.1	3351.6	4000.6	3204.9	4061.4	3443.8	3414.5	3536.5	3552.206877	3472.275245	-0.032866731	0.862922708	1	3283.146401	3755.612788	0.194033197	0.306557842	0.641911867	3336.695979	3464.951953	0.0545	0.775	0.946
Hexim1	ENSRNOG00000003203	10	91200874	91202984	1	protein_coding	hexamethylene bis-acetamide inducible 1 	796.9	859.3	772.7	678.5	684.7	719	713.7	822.7	739.9	747.8	861.4	753.4	727.6	723.3	749.5	689.8	883.9	728.4	768.2	883.5	659.9	694.0771802	733.4570084	0.079630219	0.683033159	1	758.7489673	767.330109	0.015885123	0.935899944	0.997899532	787.5372532	770.5260617	-0.031	0.873	0.976
Ldb2	ENSRNOG00000003205	14	70780623	71112552	1	protein_coding	LIM domain binding 2 	198.7	263.8	224.1	247.9	233.6	250.5	210.4	233.7	217	179.8	235.1	253.8	208.7	236.2	190.6	219.8	204.2	222.9	258.4	211.9	204.7	244.0039163	211.850386	-0.20331049	0.324159849	1	220.3730019	215.6240413	-0.03105651	0.891657424	0.985371833	222.9133427	224.9826854	0.0156	0.958	1
Actr3	ENSRNOG00000003206	13	41695183	41738658	-1	protein_coding	ARP3 actin related protein 3 homolog 	1740.7	1983.2	2092.4	2324.5	2060.5	2272.7	2369.5	2253.3	2141.9	2469.4	2047.3	1884.7	1951.7	2178	2229.8	2108.1	1937.5	1929.9	2078.4	1860.5	2200	2219.229578	2119.836287	-0.0660908	0.728816916	1	2254.887878	1991.825686	-0.178885851	0.34757437	0.680640513	2133.786058	2046.303735	-0.0607	0.752	0.938
Fmnl1	ENSRNOG00000003207	10	91254058	91281418	1	protein_coding	formin-like 1 	191.3	154.4	232.6	214.1	174.1	210.9	288.2	279.7	293.4	510.9	219.9	339	184.4	235.1	177.3	184.1	259.5	231.7	200.3	194	209	199.7168687	198.9644386	-0.004451441	0.990923647	1	287.1224374	225.1225118	-0.352133747	0.087817032	0.308551275	356.6019596	201.075933	-0.830153476	0.0000496	0.001138664
Ercc6l	ENSRNOG00000003208	X	72018373	72034099	-1	protein_coding	"ERCC excision repair 6 like, spindle assembly checkpoint helicase "	26.7	18	15.8	10.7	7.6	14.2	7.2	8.1	10	8	8.2	5.3	10.1	4.2	4.5	12.3	4.5	4.9	1.4	7	9	10.8329744	6.267029654	-0.758403537	0.10935111	0.884876128	8.431025899	7.222951349	-0.193533711	0.678766144	0.899983406	7.1810431	5.80584853	-0.301	0.662	0.895
